Week Start Date,Category,Value
2021-07-19,recovered_rate,0.0
2021-07-26,recovered_rate,0.0
2021-08-02,recovered_rate,0.0
2021-08-09,recovered_rate,0.0
2021-08-16,recovered_rate,0.0
2021-08-23,recovered_rate,0.0
2021-08-30,recovered_rate,0.0
2021-09-06,recovered_rate,0.0
2021-09-13,recovered_rate,0.0
2021-09-20,recovered_rate,0.0
2021-09-27,recovered_rate,0.0
2021-10-04,recovered_rate,0.0
2021-10-11,recovered_rate,0.0
2021-10-18,recovered_rate,0.0
2021-10-25,recovered_rate,0.0
2021-11-01,recovered_rate,0.0
2021-11-08,recovered_rate,0.0
2021-11-15,recovered_rate,0.0
2021-11-22,recovered_rate,0.0
2021-11-29,recovered_rate,0.0
2021-12-06,recovered_rate,0.0
2021-12-13,recovered_rate,0.0
2021-12-20,recovered_rate,0.0
2021-12-27,recovered_rate,0.0
2022-01-03,recovered_rate,0.0
2022-01-10,recovered_rate,0.0
2022-01-17,recovered_rate,0.0
2022-01-24,recovered_rate,0.0
2022-01-31,recovered_rate,0.0
2022-02-07,recovered_rate,-0.02251427404974754
2022-02-14,recovered_rate,0.022401271994004424
2022-02-21,recovered_rate,0.0
2022-02-28,recovered_rate,0.0
2022-03-07,recovered_rate,0.0
2022-03-14,recovered_rate,0.0
2022-03-21,recovered_rate,0.0
2022-03-28,recovered_rate,0.0
2022-04-04,recovered_rate,0.0
2022-04-11,recovered_rate,0.0
2022-04-18,recovered_rate,0.0
2022-04-25,recovered_rate,0.0
2022-05-02,recovered_rate,0.0
2022-05-09,recovered_rate,0.0
2022-05-16,recovered_rate,0.0
2022-05-23,recovered_rate,0.0
2022-05-30,recovered_rate,0.0
2022-06-06,recovered_rate,0.0
2022-06-13,recovered_rate,0.0
2022-06-20,recovered_rate,0.0
2022-06-27,recovered_rate,0.0
2022-07-04,recovered_rate,0.0
2022-07-11,recovered_rate,0.0
2022-07-18,recovered_rate,0.0
2022-07-25,recovered_rate,0.0
2022-08-01,recovered_rate,0.0
2022-08-08,recovered_rate,0.0
2022-08-15,recovered_rate,0.0
2022-08-22,recovered_rate,0.0
2022-08-29,recovered_rate,0.0
2022-09-05,recovered_rate,0.0
2022-09-12,recovered_rate,0.0
2022-12-26,recovered_rate,0.0
